source,package_code,package_name,price,cycle_days,data_gb,voice_minutes,sms_count,package_type,description,full_description,registration_syntax,cancellation_syntax,check_syntax,eligibility,renewal_policy,support_hotline,original_link
digishop,BCOM8,BCOM8,8000,1,2.0,,,,"2 GB Data/1 ngày (hết dung lượng Data tính cước theo quy định)
Nhận 1.000 xu vào tài khoản game để chơi các game trên website/wapsite dịch vụ Ontgame.vn","1. Ưu đãi gói cước
- 2 GB Data/1 ngày (hết dung lượng Data tính cước theo quy định)
- Nhận 1.000 xu vào tài khoản game để chơi các game trên website/wapsite dịch vụ Ontgame.vn
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều)
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Hủy gói cước
- Cú pháp hủy: HUY BCOM8 gửi 888
6. Quy định sử dụng gói cước 
- Gói cước không được đăng ký đồng thời với các gói Cloudgaming khác có cùng quyền lợi nội dung
- Gói cước được đăng ký đồng thời với các gói data cơ bản khác
7. Tổng đài hỗ trợ khách hàng
- Quý khách vui lòng liên hệ 1800 1091 (0đ)",,,,,,,
digishop,VHO8,VHO8,8000,1,1.0,,,,"01 GB Data/ngày (Hết dung lượng dừng truy cập) 
01 tài khoản sử dụng nội dung ôn luyện trên nền tảng Vui Học","1. Ưu đãi gói cước
- 01 GB Data/ngày (Hết dung lượng dừng truy cập) 
- 01 tài khoản sử dụng nội dung ôn luyện trên nền tảng Vui Học
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều)
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Hủy gói cước
- Cú pháp hủy: HUY VHO8 gửi 888
6. Quy định sử dụng gói cước 
- Các gói Bundle Data Account Vui Học được đăng ký đồng thời với các gói data cơ bản khác.
- Các gói Bundle Data Account Vui Học không được đăng ký đồng thời với nhau
7. Link tải ứng dụng
- Appstore: CLICK VÀO ĐÂY
- GooglePlay: CLICK VÀO ĐÂY
8. Tổng đài hỗ trợ khách hàng
- Quý khách vui lòng liên hệ 1800 1091 (0đ)",,,,,,,
digishop,BIG120,BIG120,600000,180,2.0,,,,- 2 GB data/ngày (hết dung lượng dừng truy cập),"1. Ưu đãi gói cước
- 2 GB data/ngày (hết dung lượng dừng truy cập)
2. Điều kiện đăng ký gói cước:
- Áp dụng cho thuê bao di động trả trước, trả sau.
3. Gia hạn gói cước
- Gói cước tự động gia hạn. (Nếu tài khoản không đủ tiền để gia hạn, gói cước sẽ tự hủy).
4. Cách kiểm tra ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATA gửi 888.
5. Cách hủy gói cước
- Cú pháp huỷ: HUY BIG120 gửi 888.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí).",,,,,,,
digishop,BIG120,BIG120,1200000,360,2.0,,,,- 2 GB data/ngày (hết dung lượng dừng truy cập),"1. Ưu đãi gói cước
- 2 GB data/ngày (hết dung lượng dừng truy cập)
2. Điều kiện đăng ký gói cước:
- Áp dụng cho thuê bao di động trả trước, trả sau.
3. Gia hạn gói cước
- Gói cước tự động gia hạn. (Nếu tài khoản không đủ tiền để gia hạn, gói cước sẽ tự hủy).
4. Cách kiểm tra ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATA gửi 888.
5. Cách hủy gói cước
- Cú pháp huỷ: HUY BIG120 gửi 888.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí).",,,,,,,
digishop,BIG120,BIG120,120000,30,2.0,,,,- 2 GB data/ngày (hết dung lượng dừng truy cập),"1. Ưu đãi gói cước
- 2 GB data/ngày (hết dung lượng dừng truy cập)
2. Điều kiện đăng ký gói cước:
- Áp dụng cho thuê bao di động trả trước, trả sau.
3. Gia hạn gói cước
- Gói cước tự động gia hạn. (Nếu tài khoản không đủ tiền để gia hạn, gói cước sẽ tự hủy).
4. Cách kiểm tra ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATA gửi 888.
5. Cách hủy gói cước
- Cú pháp huỷ: HUY BIG120 gửi 888.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí).",,,,,,,
digishop,EDUIP8,EDUIP8,8000,1,1.0,,,,"01 GB Data/ngày (Hết dung lượng dừng truy cập) 
Không tính cước data truy cập ứng dụng: Zoom, Babilala, SmartEdupia","1. Ưu đãi gói cước
- 01 GB Data/ngày (Hết dung lượng dừng truy cập) 
- Không tính cước data truy cập ứng dụng: Zoom, Babilala, SmartEdupia
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều)
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Hủy gói cước
- Cú pháp hủy: HUY EDUIP8 gửi 888
6. Quy định sử dụng gói cước 
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP Meta cùng nhau
- Ưu đãi miễn phí data truy cập ứng dụng nêu trên không bao gồm lưu lượng sử dụng để truy cập các địa chỉ liên kết ngoài ứng dụng. Trên thực tế trong quá trình sử dụng ứng dụng nêu trên, người dùng có khả năng phát sinh lưu lượng Data của một số bên thứ ba như Apple, Messenger, Google,… Do đó, thuê bao vẫn có khả năng phát sinh cước data cho các lưu lượng truy cập này
7. Link tải ứng dụng
- Ứng dụng Zoom:
+ Appstore: CLICK VÀO ĐÂY
+ GooglePlay: CLICK VÀO ĐÂY
- Ứng dụng Babilala:
+ Appstore: CLICK VÀO ĐÂY
+ GooglePlay: CLICK VÀO ĐÂY
- Ứng dụng SmartEdupia:
+ Appstore: CLICK VÀO ĐÂY
+ GooglePlay: CLICK VÀO ĐÂY
8. Tổng đài hỗ trợ khách hàng
- Quý khách vui lòng liên hệ 1800 1091 (0đ)",,,,,,,
digishop,SE3,SE3,3000,1,0.1953125,,,,"200 MB data (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
Miễn phí xem toàn bộ nội dung trên ứng dụng SmartEdupia","1. Ưu đãi gói cước
- 200 MB data (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Miễn phí xem toàn bộ nội dung trên ứng dụng SmartEdupia
- Không miễn cước data khi sử dụng ứng dụng/website SmartEdupia
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (không bao gồm thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều).
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói cước di động (data, thoai, SMS) cơ bản khác (VD: khách hàng đang sử dụng gói MAX/VD89 vẫn được đăng ký đồng thời các gói SE3) 
- Khách hàng sử dụng gói cước này không được phép đăng ký đồng thời với các gói khác có phí khác cùng dịch vụ SmartEdupia.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)
7. Link tải ứng dụng: 
- CH Play: BẤM VÀO ĐÂY
- IOS: BẤM VÀO ĐÂY",,,,,,,
digishop,TK30,TK30,30000,30,,,,,Miễn phí Data truy cập ứng dụng TikTok,"1. Ưu đãi gói cước
- Miễn phí Data truy cập các ứng dụng TikTok
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP TikTok cùng nhau.
- Trên thực tế trong quá trình sử dụng ứng dụng TikTok, người dùng có khả năng phát sinh lưu lượng Data của một bên thứ ba như Apple, Facebook, Google,... trong các thao tác đăng nhập, chọn nhạc...Do đó, thuê bao vẫn có khả năng phát sinh phát sinh cước data cho các lưu lượng truy cập này.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,TK1,TK1,3000,1,,,,,Miễn phí Data truy cập ứng dụng TikTok,"1. Ưu đãi gói cước
- Miễn phí Data truy cập các ứng dụng TikTok
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP TikTok cùng nhau.
- Trên thực tế trong quá trình sử dụng ứng dụng TikTok, người dùng có khả năng phát sinh lưu lượng Data của một bên thứ ba như Apple, Facebook, Google,... trong các thao tác đăng nhập, chọn nhạc...Do đó, thuê bao vẫn có khả năng phát sinh phát sinh cước data cho các lưu lượng truy cập này.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,TK7,TK7,10000,7,,,,,Miễn phí Data truy cập ứng dụng TikTok,"1. Ưu đãi gói cước
- Miễn phí Data truy cập các ứng dụng TikTok
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP TikTok cùng nhau.
- Trên thực tế trong quá trình sử dụng ứng dụng TikTok, người dùng có khả năng phát sinh lưu lượng Data của một bên thứ ba như Apple, Facebook, Google,... trong các thao tác đăng nhập, chọn nhạc...Do đó, thuê bao vẫn có khả năng phát sinh phát sinh cước data cho các lưu lượng truy cập này.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,D2,D2,10000,1,2.0,,,,- 2 GB data/ngày (hết dung lượng dừng truy cập),"1. Ưu đãi gói cước
- 2 GB data/ngày (hết dung lượng dừng truy cập)
2. Điều kiện đăng ký gói cước:
- Áp dụng cho thuê bao di động trả trước, trả sau.
3. Gia hạn gói cước
- Gói cước tự động gia hạn. (Nếu tài khoản không đủ tiền để gia hạn, gói cước sẽ tự hủy).
4. Cách kiểm tra ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATA gửi 888.
5. Cách hủy gói cước
- Cú pháp huỷ: HUY D2 gửi 888.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí).",,,,,,,
digishop,SH8,SH8,8000,1,1.0,,,,"1 GB data/ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
Miễn phí Data truy cập ứng dụng Sendo","1. Ưu đãi gói cước
- 1 GB data/ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Miễn phí Data truy cập các ứng dụng các ứng dụng YouTube, MyTV
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP Shopping cùng nhau.
- Trên thực tế trong quá trình sử dụng ứng dụng không tính cước Data truy cập nêu trên, người dùng có khả năng phát sinh lưu lượng Data của một bên thứ ba như Apple, Google,... trong các thao tác đăng nhập, hoặc bấm vào liên kết ngoài ứng dụng. Do đó, thuê bao vẫn có khả năng phát sinh phát sinh cước data cho các lưu lượng truy cập này.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,GM1,GM1,5000,1,,,,,"Miễn phí Data truy cập các ứng dụng Liên Quân Mobile, FreeFire, FC Online","1. Ưu đãi gói cước
- Miễn phí Data truy cập các ứng dụng Liên Quân Mobile, FreeFire, FC Online
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP Games cùng nhau.
- Gói cước không bao gồm lưu lượng sử dụng các tính năng như update game từ Store quốc tế, sử dụng mạng xã hội như Facebook, Google+ để đăng nhập game, hoặc các hoạt động tương tác MXH như Like, Share hoặc Analytics. Sử dụng các tính năng này sẽ phát sinh cước phí.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,GM30,GM30,50000,30,,,,,"Miễn phí Data truy cập các ứng dụng Liên Quân Mobile, FreeFire, FC Online","1. Ưu đãi gói cước
- Miễn phí Data truy cập các ứng dụng Liên Quân Mobile, FreeFire, FC Online
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP Games cùng nhau.
- Gói cước không bao gồm lưu lượng sử dụng các tính năng như update game từ Store quốc tế, sử dụng mạng xã hội như Facebook, Google+ để đăng nhập game, hoặc các hoạt động tương tác MXH như Like, Share hoặc Analytics. Sử dụng các tính năng này sẽ phát sinh cước phí.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,GTP20,GTP20,20000,7,0.1953125,,,,"200 MB data/ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
Nhận 300 xu/ngày vào tài khoản game để chơi game Cờ tướng Online tại http://gametp.vn","1. Ưu đãi gói cước
- 200 MB data/ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Nhận 300 xu/ngày vào tài khoản game để chơi game Cờ tướng Online tại http://gametp.vn
Trong đó:
- Xu là vật phẩm chỉ sử dụng để chơi game, không có giá trị quy đổi ngược lại thành tiền, thẻ thanh toán, phiếu thưởng hoặc các hiện vật có giá trị giao dịch bên ngoài trò chơi. Hình thức và nội dung quyền lợi khách hàng được hưởng trong game theo chính sách của nhà phát hành. Quyền lợi khách hàng được hưởng trong game có thể được thay đổi tùy theo chính sách của nhà phát hành.
- Quyền lợi cộng Xu vào tài khoản chơi game của thuê bao được tính ngay khi đăng ký/gia hạn gói cước thành công (không miễn cước Data tải/chơi game) và bị hủy ngay khi hủy gói.
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (không bao gồm thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều).
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Cách hủy gói cước
- Cú pháp hủy: HUY GTP20 gửi 888
6. Quy định sử dụng gói cước
- Tất cả các quyền lợi của gói cước (Data và Xu) có hiệu lực ngay khi đăng ký/gia hạn gói thành công.
- Trường hợp thuê bao hủy gói game Cờ tướng của dịch vụ GameTP, quyền lợi Data tương ứng sẽ bị hủy theo.
- Các gói game Cờ tướng của dịch vụ GameTP không được đăng ký đồng thời với nhau.
- Các gói game Cờ tướng của dịch vụ GameTP được đăng ký đồng thời với các gói cước viễn thông (Data, Thoại, SMS) cơ bản khác.
7. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,YT30,YT30,30000,30,,,,,"Miễn phí Data truy cập các ứng dụng các ứng dụng YouTube, MyTV","1. Ưu đãi gói cước
- Miễn phí Data truy cập các ứng dụng các ứng dụng YouTube, MyTV
2. Đối tượng sủ dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP YouTube cùng nhau.
- Trên thực tế trong quá trình sử dụng ứng dụng không tính cước Data truy cập nêu trên, người dùng có khả năng phát sinh lưu lượng Data của một bên thứ ba như Apple, Google,... trong các thao tác đăng nhập, hoặc bấm vào liên kết ngoài ứng dụng. Do đó, thuê bao vẫn có khả năng phát sinh phát sinh cước data cho các lưu lượng truy cập này.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,YT1,YT1,3000,1,,,,,"Miễn phí Data truy cập các ứng dụng các ứng dụng YouTube, MyTV","1. Ưu đãi gói cước
- Miễn phí Data truy cập các ứng dụng các ứng dụng YouTube, MyTV
2. Đối tượng sủ dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP YouTube cùng nhau.
- Trên thực tế trong quá trình sử dụng ứng dụng không tính cước Data truy cập nêu trên, người dùng có khả năng phát sinh lưu lượng Data của một bên thứ ba như Apple, Google,... trong các thao tác đăng nhập, hoặc bấm vào liên kết ngoài ứng dụng. Do đó, thuê bao vẫn có khả năng phát sinh phát sinh cước data cho các lưu lượng truy cập này.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,YT7,YT7,10000,7,,,,,"Miễn phí Data truy cập các ứng dụng các ứng dụng YouTube, MyTV","1. Ưu đãi gói cước
- Miễn phí Data truy cập các ứng dụng các ứng dụng YouTube, MyTV
2. Đối tượng sủ dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP YouTube cùng nhau.
- Trên thực tế trong quá trình sử dụng ứng dụng không tính cước Data truy cập nêu trên, người dùng có khả năng phát sinh lưu lượng Data của một bên thứ ba như Apple, Google,... trong các thao tác đăng nhập, hoặc bấm vào liên kết ngoài ứng dụng. Do đó, thuê bao vẫn có khả năng phát sinh phát sinh cước data cho các lưu lượng truy cập này.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,KUS6,KUS6,6000,1,0.48828125,,,,"500 MB data/ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
Sử dụng toàn bộ các tính năng ứng dụng KidsUP Soroban – Toán tư duy
Sử dụng toàn bộ các tính năng ứng dụng KidsUP English","1. Ưu đãi gói cước
- 500 MB data/ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Sử dụng toàn bộ các tính năng ứng dụng KidsUP Soroban – Toán tư duy
- Sử dụng toàn bộ các tính năng ứng dụng KidsUP English
(Tài khoản Kids UP – Soroban Online được cấp cho khách hàng giới hạn trên 02 thiết bị đăng nhập.)
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọ ng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều).
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Cách hủy gói cước
- Cú pháp hủy: HUY KUS6 gửi 888
6. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói data cơ bản khác, không được phép đăng ký đồng thời với các gói Bundle Data Soroban khác có cùng quyền lợi nội dung;
7. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)
8. Link tải ứng dụng
- Ứng dụng KidsUp Soroban: 
+ Link tải trên App Store: BẤM VÀO ĐÂY
+ Link tải trên Google Play: BẤM VÀO ĐÂY
- Ứng dụng KidsUP English:
+ Link tải trên App Store: BẤM VÀO ĐÂY
+ Link tải trên Google Play: BẤM VÀO ĐÂY",,,,,,,
digishop,EDUIP100,EDUIP100,100000,30,10.0,,,,"10 GB Data/30 ngày (Hết dung lượng dừng truy cập) 
Không tính cước data truy cập ứng dụng: Zoom, Babilala, SmartEdupia","1. Ưu đãi gói cước
- 10 GB Data/30 ngày (Hết dung lượng dừng truy cập) 
- Không tính cước data truy cập ứng dụng: Zoom, Babilala, SmartEdupia
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều)
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Hủy gói cước
- Cú pháp hủy: HUY EDUIP100 gửi 888
6. Quy định sử dụng gói cước 
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP Meta cùng nhau
- Ưu đãi miễn phí data truy cập ứng dụng nêu trên không bao gồm lưu lượng sử dụng để truy cập các địa chỉ liên kết ngoài ứng dụng. Trên thực tế trong quá trình sử dụng ứng dụng nêu trên, người dùng có khả năng phát sinh lưu lượng Data của một số bên thứ ba như Apple, Messenger, Google,… Do đó, thuê bao vẫn có khả năng phát sinh cước data cho các lưu lượng truy cập này
7. Link tải ứng dụng
- Ứng dụng Zoom:
+ Appstore: CLICK VÀO ĐÂY
+ GooglePlay: CLICK VÀO ĐÂY
- Ứng dụng Babilala:
+ Appstore: CLICK VÀO ĐÂY
+ GooglePlay: CLICK VÀO ĐÂY
- Ứng dụng SmartEdupia:
+ Appstore: CLICK VÀO ĐÂY
+ GooglePlay: CLICK VÀO ĐÂY
8. Tổng đài hỗ trợ khách hàng
- Quý khách vui lòng liên hệ 1800 1091 (0đ)",,,,,,,
